Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,55.09000015258789,55.5099983215332,54.81999969482422,55.31999969482422,49.867218017578125,3985200
2018-01-03,55.380001068115234,56.38999938964844,55.33000183105469,56.34000015258789,50.786685943603516,4105800
2018-01-04,56.40999984741211,57.189998626708984,56.09000015258789,56.9900016784668,51.372623443603516,4897200
2018-01-05,56.68000030517578,56.90999984741211,56.18000030517578,56.880001068115234,51.27347183227539,3771900
2018-01-08,56.7599983215332,57.459999084472656,56.59000015258789,57.459999084472656,51.79629135131836,4522900
2018-01-09,57.470001220703125,58.31999969482422,57.40999984741211,57.93000030517578,52.21996307373047,5519700
2018-01-10,58.13999938964844,58.279998779296875,57.560001373291016,57.650001525878906,51.967567443847656,4627900
2018-01-11,58.16999816894531,59.47999954223633,57.540000915527344,59.18000030517578,53.34675979614258,7341800
2018-01-12,59.38999938964844,60.2400016784668,59.119998931884766,60.04999923706055,54.131004333496094,6742100
2018-01-16,60.0,60.220001220703125,58.79999923706055,58.84000015258789,53.0402717590332,5458600
2018-01-17,58.970001220703125,60.189998626708984,58.779998779296875,59.86000061035156,53.95973205566406,5798400
2018-01-18,59.619998931884766,60.060001373291016,59.150001525878906,59.7599983215332,53.86958312988281,4554800
2018-01-19,59.68000030517578,59.810001373291016,59.27000045776367,59.75,53.860572814941406,5037500
2018-01-22,59.86000061035156,60.68000030517578,59.790000915527344,60.66999816894531,54.68989181518555,5748800
2018-01-23,60.61000061035156,60.70000076293945,60.029998779296875,60.470001220703125,54.509605407714844,5478800
2018-01-24,60.540000915527344,61.31999969482422,60.45000076293945,60.4900016784668,54.52763366699219,4992000
2018-01-25,60.75,60.900001525878906,59.400001525878906,59.47999954223633,53.617183685302734,5473400
2018-01-26,59.70000076293945,60.52000045776367,59.61000061035156,60.38999938964844,54.4374885559082,5277700
2018-01-29,59.91999816894531,60.529998779296875,59.560001373291016,59.65999984741211,53.779441833496094,4167600
2018-01-30,58.939998626708984,59.31999969482422,58.08000183105469,58.459999084472656,52.69773483276367,6381000
2018-01-31,58.529998779296875,59.2400016784668,58.279998779296875,58.810001373291016,53.01322937011719,7073700
2018-02-01,59.0,59.970001220703125,58.150001525878906,59.349998474121094,53.49999237060547,7011000
2018-02-02,59.16999816894531,59.439998626708984,57.61000061035156,57.720001220703125,52.030670166015625,8433300
2018-02-05,57.13999938964844,58.470001220703125,55.40999984741211,55.939998626708984,50.42611312866211,11060300
2018-02-06,54.75,56.540000915527344,54.41999816894531,55.939998626708984,50.42611312866211,11013500
2018-02-07,56.060001373291016,56.970001220703125,55.630001068115234,55.630001068115234,50.14667510986328,7721700
2018-02-08,55.619998931884766,55.83000183105469,53.22999954223633,53.2400016784668,47.99224853515625,8618400
2018-02-09,53.2400016784668,53.599998474121094,50.18000030517578,52.02000045776367,47.14488220214844,9685600
2018-02-12,52.630001068115234,53.959999084472656,52.54999923706055,53.40999984741211,48.40460968017578,7035400
2018-02-13,52.93000030517578,53.939998626708984,52.61000061035156,53.31999969482422,48.32304000854492,5438300
2018-02-14,52.70000076293945,55.86000061035156,52.540000915527344,55.5099983215332,50.30780029296875,6612400
2018-02-15,55.63999938964844,55.709999084472656,53.7599983215332,54.540000915527344,49.4287109375,6190800
2018-02-16,54.38999938964844,55.060001373291016,54.22999954223633,54.650001525878906,49.52839660644531,5070900
2018-02-20,54.599998474121094,55.29999923706055,54.34000015258789,54.84000015258789,49.70059585571289,4262900
2018-02-21,54.59000015258789,55.439998626708984,53.72999954223633,53.75,48.712745666503906,5287000
2018-02-22,54.2599983215332,55.5,54.189998626708984,54.90999984741211,49.764034271240234,5565900
2018-02-23,55.349998474121094,57.13999938964844,55.06999969482422,57.04999923706055,51.7034797668457,6513900
2018-02-26,57.2599983215332,57.540000915527344,56.52000045776367,56.59000015258789,51.286598205566406,5986300
2018-02-27,56.5,57.619998931884766,55.81999969482422,55.83000183105469,50.59781265258789,5378300
2018-02-28,56.02000045776367,56.58000183105469,54.29999923706055,54.310001373291016,49.22026824951172,5889900
2018-03-01,54.5,55.0099983215332,53.52000045776367,53.880001068115234,48.83056640625,5135400
2018-03-02,53.540000915527344,54.209999084472656,52.779998779296875,54.060001373291016,48.99369430541992,4574400
2018-03-05,53.4900016784668,54.22999954223633,53.310001373291016,53.9900016784668,48.93025207519531,5266000
2018-03-06,54.279998779296875,54.38999938964844,53.5,54.060001373291016,48.99369430541992,4931900
2018-03-07,53.310001373291016,54.459999084472656,53.2400016784668,54.06999969482422,49.00276565551758,7245800
